State,Location,Latitude,Longitude
Andaman and Nicobar Islands,Bamboo Flat,11.7,92.71667
Andaman and Nicobar Islands,Nicobar,7.03002,93.79028
Andaman and Nicobar Islands,Port Blair,11.66613,92.74635
Andaman and Nicobar Islands,South Andaman,10.75776,92.52136
Andhra Pradesh,Addanki,15.81061,79.97338
Andhra Pradesh,Adoni,15.62788,77.27495
Andhra Pradesh,Akasahebpet,17.50455,82.56597
Andhra Pradesh,Akividu,16.58225,81.38112
Andhra Pradesh,Akkarampalle,13.65,79.42
Andhra Pradesh,Amalapuram,16.57868,82.00609
Andhra Pradesh,Amudalavalasa,18.41025,83.90295
Andhra Pradesh,Anakapalle,17.69134,83.00395
Andhra Pradesh,Anantapur,14.55,77.41667
Andhra Pradesh,Atmakur,15.88109,78.58704
Andhra Pradesh,Attili,16.7,81.6
Andhra Pradesh,Avanigadda,16.02148,80.91808
Andhra Pradesh,Badvel,14.7451,79.06288
Andhra Pradesh,Banganapalle,15.31771,78.22669
Andhra Pradesh,Bapatla,15.90422,80.46743
Andhra Pradesh,Betamcherla,15.45144,78.14797
Andhra Pradesh,Bhattiprolu,16.1026,80.78074
Andhra Pradesh,Bhimavaram,16.54078,81.52322
Andhra Pradesh,Bhimunipatnam,17.89017,83.45203
Andhra Pradesh,Bobbili,18.57366,83.35925
Andhra Pradesh,Challapalle,16.11756,80.93139
Andhra Pradesh,Chemmumiahpet,15.89794,79.32129
Andhra Pradesh,Chilakalurupet,16.08987,80.16705
Andhra Pradesh,Chinnachowk,14.47516,78.8354
Andhra Pradesh,Chipurupalle,18.31142,83.56846
Andhra Pradesh,Chirala,15.82385,80.35219
Andhra Pradesh,Chittoor,13.41667,79.0
Andhra Pradesh,Chodavaram,17.82884,82.93526
Andhra Pradesh,Cuddapah,14.41667,78.75
Andhra Pradesh,Cumbum,15.58171,79.11059
Andhra Pradesh,Darsi,15.76978,79.67939
Andhra Pradesh,Dharmavaram,14.41435,77.72035
Andhra Pradesh,Dhone,15.3952,77.8715
Andhra Pradesh,Diguvametta,15.39507,78.8293
Andhra Pradesh,East Godavari,17.83333,81.83333
Andhra Pradesh,Elamanchili,17.54907,82.85749
Andhra Pradesh,Ellore,16.71311,81.10437
Andhra Pradesh,Emmiganur,15.77203,77.48345
Andhra Pradesh,Erraguntla,14.63853,78.53974
Andhra Pradesh,Etikoppaka,17.5,82.73333
Andhra Pradesh,Gajuwaka,17.7,83.21667
Andhra Pradesh,Ganguvada,18.66667,84.11667
Andhra Pradesh,Gannavaram,16.54092,80.80213
Andhra Pradesh,Giddalur,15.37439,78.92609
Andhra Pradesh,Gokavaram,17.25823,81.84985
Andhra Pradesh,Gorantla,13.98411,77.77224
Andhra Pradesh,"Govindapuram,Chilakaluripet,Guntur",16.15477,80.10279
Andhra Pradesh,Gudivada,16.43547,80.99555
Andhra Pradesh,Gudlavalleru,16.35,81.05
Andhra Pradesh,Gudur,14.15093,79.8521
Andhra Pradesh,Guntakal Junction,15.17112,77.36244
Andhra Pradesh,Guntur,16.29974,80.45729
Andhra Pradesh,Hindupur,13.82807,77.49143
Andhra Pradesh,Ichchapuram,19.11393,84.68721
Andhra Pradesh,Jaggayyapeta,16.8938,80.09807
Andhra Pradesh,Jammalamadugu,14.84677,78.38314
Andhra Pradesh,Kadiri,14.11168,78.15982
Andhra Pradesh,Kaikalur,16.55154,81.214
Andhra Pradesh,Kakinada,16.96036,82.23809
Andhra Pradesh,Kalyandurg,14.54519,77.10552
Andhra Pradesh,Kamalapuram,14.5983,78.66948
Andhra Pradesh,Kandukur,15.21542,79.9039
Andhra Pradesh,Kanigiri,15.40555,79.50694
Andhra Pradesh,Kankipadu,16.4353,80.76715
Andhra Pradesh,Kanuru,16.28584,81.25464
Andhra Pradesh,Kavali,14.9163,79.99449
Andhra Pradesh,Kolanukonda,16.45392,80.61046
Andhra Pradesh,Kondapalle,16.61989,80.54244
Andhra Pradesh,Korukollu,16.5,81.25
Andhra Pradesh,Kosigi,15.8551,77.24463
Andhra Pradesh,Kovvur,17.0162,81.72934
Andhra Pradesh,Krishna,16.66667,81.0
Andhra Pradesh,Kuppam,12.74931,78.34189
Andhra Pradesh,Kurnool,15.58333,78.33333
Andhra Pradesh,Macherla,16.47635,79.43533
Andhra Pradesh,Machilipatnam,16.18747,81.13888
Andhra Pradesh,Madanapalle,13.5503,78.50288
Andhra Pradesh,Madugula,17.91589,82.81578
Andhra Pradesh,Mandapeta,16.86254,81.92921
Andhra Pradesh,Mandasa,18.8683,84.46296
Andhra Pradesh,Mangalagiri,16.43083,80.56815
Andhra Pradesh,Markapur,15.73534,79.26848
Andhra Pradesh,Nagari,13.32139,79.58557
Andhra Pradesh,Nagireddipalli,14.27005,79.10131
Andhra Pradesh,Nandigama,16.7717,80.28596
Andhra Pradesh,Nandikotkur,15.85668,78.26569
Andhra Pradesh,Nandyal,15.47799,78.4836
Andhra Pradesh,Narasannapeta,18.41428,84.04463
Andhra Pradesh,Narasapur,16.43425,81.69845
Andhra Pradesh,Narasaraopet,16.23488,80.04927
Andhra Pradesh,Narasingapuram,13.60759,79.31652
Andhra Pradesh,Narayanavanam,13.42565,79.58881
Andhra Pradesh,Narsipatnam,17.66709,82.61245
Andhra Pradesh,Nayudupet,13.90742,79.89465
Andhra Pradesh,Nellore,14.08333,79.58333
Andhra Pradesh,Nidadavole,16.90572,81.67222
Andhra Pradesh,Nuzvid,16.78854,80.84593
Andhra Pradesh,Ongole,15.50357,80.04454
Andhra Pradesh,Pakala,13.44903,79.11493
Andhra Pradesh,Palakollu,16.5167,81.73
Andhra Pradesh,Palasa,18.77257,84.41012
Andhra Pradesh,Palkonda,18.60374,83.75568
Andhra Pradesh,Pallevada,16.5779,81.29463
Andhra Pradesh,Palmaner,13.2,78.74725
Andhra Pradesh,Parlakimidi,18.78113,84.08836
Andhra Pradesh,Parvatipuram,18.78392,83.42569
Andhra Pradesh,Pavuluru,15.85292,80.16468
Andhra Pradesh,Pedana,16.25582,81.14378
Andhra Pradesh,pedda nakkalapalem,15.8668,80.16202
Andhra Pradesh,Peddapuram,17.07701,82.13836
Andhra Pradesh,Penugonda,16.65363,81.7455
Andhra Pradesh,Penukonda,14.08286,77.59473
Andhra Pradesh,Phirangipuram,16.29078,80.26233
Andhra Pradesh,Pippara,16.71667,81.55
Andhra Pradesh,Pithapuram,17.1168,82.25284
Andhra Pradesh,Polavaram,17.24754,81.64372
Andhra Pradesh,Ponnur,16.07114,80.54944
Andhra Pradesh,Ponnuru,16.06547,80.55203
Andhra Pradesh,Prakasam,15.5,79.5
Andhra Pradesh,Proddatur,14.7502,78.54813
Andhra Pradesh,Pulivendla,14.42139,78.22502
Andhra Pradesh,Punganuru,13.36672,78.57186
Andhra Pradesh,Puttaparthi,14.1652,77.8117
Andhra Pradesh,Puttur,13.44189,79.55314
Andhra Pradesh,Rajahmundry,17.00517,81.77784
Andhra Pradesh,Ramachandrapuram,16.83636,82.02871
Andhra Pradesh,Ramanayyapeta,16.94516,82.2385
Andhra Pradesh,Ramapuram,15.28749,77.86722
Andhra Pradesh,Rampachodavaram,17.44088,81.77558
Andhra Pradesh,Rayachoti,14.05723,78.75056
Andhra Pradesh,Rayadrug,14.69971,76.85241
Andhra Pradesh,Razam,18.44909,83.65957
Andhra Pradesh,Razampeta,14.19544,79.15896
Andhra Pradesh,Razole,16.47608,81.83912
Andhra Pradesh,Renigunta,13.65143,79.51256
Andhra Pradesh,Repalle,16.0184,80.82958
Andhra Pradesh,Salur,18.51716,83.20548
Andhra Pradesh,Samalkot,17.05675,82.17639
Andhra Pradesh,Sattenapalle,16.39381,80.15221
Andhra Pradesh,Singarayakonda,15.23046,80.02794
Andhra Pradesh,Sompeta,18.94419,84.58449
Andhra Pradesh,Srikakulam,18.2989,83.89751
Andhra Pradesh,Srisailain,16.07217,78.86816
Andhra Pradesh,Suluru,13.7,80.01667
Andhra Pradesh,Tadepalle,16.48333,80.6
Andhra Pradesh,Tadepallegudem,16.81467,81.52717
Andhra Pradesh,Tadpatri,14.90832,78.01031
Andhra Pradesh,Tanuku,16.75438,81.68143
Andhra Pradesh,Tekkali,18.6057,84.23546
Andhra Pradesh,Tirumala,13.68333,79.35
Andhra Pradesh,Tirupati,13.63551,79.41989
Andhra Pradesh,Tuni,17.35905,82.54607
Andhra Pradesh,Uravakonda,14.94348,77.25494
Andhra Pradesh,vadlamuru,17.09545,82.16565
Andhra Pradesh,Vadlapudi,14.31119,79.8043
Andhra Pradesh,Venkatagiri,13.96005,79.58032
Andhra Pradesh,Vepagunta,17.77844,83.21577
Andhra Pradesh,Vetapalem,15.78502,80.30663
Andhra Pradesh,Vijayawada,16.50745,80.6466
Andhra Pradesh,Vinukonda,16.0531,79.73964
Andhra Pradesh,Visakhapatnam,17.68009,83.20161
Andhra Pradesh,Vizianagaram,18.11692,83.41148
Andhra Pradesh,Vizianagaram District,18.41102,83.37677
Andhra Pradesh,Vuyyuru,16.36307,80.84406
Andhra Pradesh,West Godavari,17.0,81.16667
Andhra Pradesh,Yanam,16.73308,82.21364
Andhra Pradesh,Yanamalakuduru,16.48531,80.66746
Andhra Pradesh,Yarada,17.65872,83.27419
Arunachal Pradesh,Along,28.16951,94.8006
Arunachal Pradesh,Anjaw,28.06549,96.82878
Arunachal Pradesh,Basar,27.99008,94.69451
Arunachal Pradesh,Bomdila,27.26475,92.42472
Arunachal Pradesh,Changlang,27.36265,96.34518
Arunachal Pradesh,Dibang Valley,28.7,95.7
Arunachal Pradesh,East Kameng,27.3,93.05
Arunachal Pradesh,East Siang,28.12379,95.16339
Arunachal Pradesh,Hayuliang,28.07301,96.54305
Arunachal Pradesh,Itanagar,27.08694,93.60987
Arunachal Pradesh,Khonsa,27.01667,95.56667
Arunachal Pradesh,Kurung Kumey,27.99983,93.3924
Arunachal Pradesh,Lohit District,27.84012,96.19521
Arunachal Pradesh,Lower Dibang Valley,28.37258,95.8804
Arunachal Pradesh,Lower Subansiri,27.62554,93.93908
Arunachal Pradesh,Margherita,27.28482,95.66796
Arunachal Pradesh,Naharlagun,27.10467,93.69518
Arunachal Pradesh,Pasighat,28.06631,95.32678
Arunachal Pradesh,Tawang,27.57417,91.92437
Arunachal Pradesh,Tezu,27.91256,96.12882
Arunachal Pradesh,Tirap,27.01917,95.51788
Arunachal Pradesh,Upper Siang,28.83355,94.91806
Arunachal Pradesh,Upper Subansiri,28.3,94.0
Arunachal Pradesh,West Kameng,27.4,92.35
Arunachal Pradesh,West Siang,28.4,94.55
Arunachal Pradesh,Ziro,27.59497,93.83854
Assam,Abhayapuri,26.32255,90.68526
Assam,Amguri,26.81482,94.52614
Assam,Badarpur,24.86852,92.59606
Assam,Baksa,26.69804,91.15142
Assam,Barpathar,26.28709,93.88844
Assam,Barpeta,26.47104,91.0308
Assam,Barpeta Road,26.50284,90.96937
Assam,Basugaon,26.46742,90.41951
Assam,Bihpuriagaon,27.01718,93.91673
Assam,Bijni,26.49588,90.70298
Assam,Bilasipara,26.23285,90.2341
Assam,Bokajan,26.02131,93.77945
Assam,Bokakhat,26.64018,93.60052
Assam,Bongaigaon,26.4603,90.6464
Assam,Cachar,24.78213,92.85771
Assam,Chabua,27.48253,95.17451
Assam,Chapar,26.27266,90.44556
Assam,Chirang,26.52527,90.49066
Assam,Darrang,26.51195,92.16843
Assam,Dergaon,26.7,93.96667
Assam,Dhekiajuli,26.70367,92.47808
Assam,Dhemaji,27.6091,94.7942
Assam,Dhing,26.46793,92.47336
Assam,Dhubri,26.06749,90.02238
Assam,Dibrugarh,27.5,95.0
Assam,Digboi,27.39321,95.61839
Assam,Dima Hasao District,25.5,93.0
Assam,Diphu,25.84341,93.43116
Assam,Dispur,26.13564,91.80069
Assam,Duliagaon,27.37227,95.30754
Assam,Dum Duma,27.56884,95.55664
Assam,Gauripur,26.08334,89.96118
Assam,Goalpara,26.12791,90.60974
Assam,Gohpur,26.88184,93.6156
Assam,Golaghat,26.4092,93.91193
Assam,Golakganj,26.10216,89.82275
Assam,Goshaingaon,26.43946,89.96307
Assam,Guwahati,26.1844,91.7458
Assam,Haflong,25.16478,93.01744
Assam,Hailakandi,24.5017,92.60069
Assam,Hajo,26.2452,91.52525
Assam,Hojai,26.00281,92.85605
Assam,Howli,26.42237,90.98004
Assam,Jogighopa,26.22646,90.57247
Assam,Jorhat,26.8,94.26
Assam,Kamrup,26.22322,91.65344
Assam,Kamrup Metropolitan,26.05375,92.00763
Assam,Karbi Anglong,26.0,93.5
Assam,Karimganj,24.6,92.4
Assam,Kharupatia,26.51839,92.14722
Assam,Kokrajhar,26.6,90.2
Assam,Lakhimpur,27.35,94.25
Assam,Lakhipur,24.79281,93.0091
Assam,Lala,24.55418,92.61592
Assam,Lumding Railway Colony,25.74903,93.16998
Assam,Mahur,25.18305,93.11342
Assam,Maibong,25.30125,93.13811
Assam,Makum,27.48652,95.43646
Assam,Mangaldai,26.44212,92.03047
Assam,Mariani,26.65725,94.31529
Assam,Moranha,27.18735,94.91557
Assam,Morigaon,26.25213,92.34238
Assam,Nagaon,26.35037,92.69225
Assam,Nahorkatiya,27.28912,95.3418
Assam,Nalbari,26.5,91.4
Assam,Namrup,27.19395,95.31929
Assam,Nazira,26.91649,94.73611
Assam,North Guwahati,26.19749,91.7202
Assam,North Lakhimpur,27.23517,94.10357
Assam,Numaligarh,26.62249,93.72225
Assam,Palasbari,26.12388,91.53974
Assam,Raha,26.23333,92.51667
Assam,Rangapara,26.83772,92.66876
Assam,Rangia,26.44931,91.61356
Assam,Sapatgram,26.33732,90.1236
Assam,Sarupathar,26.206,96.81
Assam,Sibsagar,26.98427,94.63784
Assam,Silapathar,27.59441,94.72402
Assam,Silchar,24.82733,92.79787
Assam,Soalkuchi,26.16806,91.57111
Assam,Sonari,27.02462,95.01629
Assam,Sonitpur,26.76748,92.96425
Assam,Sorbhog,26.48612,90.8859
Assam,Tezpur,26.63333,92.8
Assam,Tinsukia,27.6,95.6
Assam,Titabar,26.6014,94.20386
Assam,Udalguri,26.75367,92.10215
Bihar,Amarpur,25.03967,86.90247
Bihar,Araria,26.2,87.4
Bihar,Arrah,25.55629,84.66335
Bihar,Arwal,25.16158,84.6904
Bihar,Asarganj,25.15046,86.68639
Bihar,Aurangabad,24.75204,84.3742
Bihar,Bagaha,27.09918,84.09003
Bihar,Bahadurganj,26.26172,87.82443
Bihar,Bairagnia,26.74063,85.27323
Bihar,Baisi,25.86302,87.74487
Bihar,Bakhtiyarpur,25.46179,85.53179
Bihar,Bangaon,25.86728,86.51152
Bihar,Banka,24.89214,86.98425
Bihar,Banmankhi,25.88857,87.19421
Bihar,Bar Bigha,25.21855,85.7332
Bihar,Barauli,26.38109,84.58648
Bihar,Barh,25.48339,85.70928
Bihar,Barhiya,25.28814,86.02055
Bihar,Bariarpur,25.28791,86.57643
Bihar,Baruni,25.47509,85.96813
Bihar,Begusarai,25.41853,86.13389
Bihar,Belsand,26.44365,85.40076
Bihar,Bettiah,26.80229,84.50311
Bihar,Bhabhua,25.04049,83.60749
Bihar,Bhagalpur,25.29023,87.06665
Bihar,Bhagirathpur,26.2695,86.06346
Bihar,Bhawanipur,26.45352,87.02744
Bihar,Bhojpur,25.30886,84.44504
Bihar,Bihar Sharif,25.20084,85.52389
Bihar,Bihariganj,25.73415,86.98837
Bihar,Bikramganj,25.21073,84.25508
Bihar,Birpur,26.50823,87.01194
Bihar,Buddh Gaya,24.69808,84.9869
Bihar,Buxar,25.5,84.1
Bihar,Chakia,26.41598,85.04665
Bihar,Chapra,25.78031,84.74709
Bihar,Chhatapur,26.21965,87.00479
Bihar,Colgong,25.26328,87.23264
Bihar,Dalsingh Sarai,25.66795,85.83636
Bihar,Darbhanga,26.0,86.0
Bihar,Daudnagar,25.03473,84.40095
Bihar,Dehri,24.90247,84.18217
Bihar,Dhaka,26.67479,85.16698
Bihar,Dighwara,25.74434,85.01003
Bihar,Dinapore,25.63705,85.04794
Bihar,Dumra,26.56708,85.5204
Bihar,Dumraon,25.55265,84.15149
Bihar,Fatwa,25.50958,85.30504
Bihar,Forbesganj,26.30253,87.26556
Bihar,Gaya,24.79686,85.00385
Bihar,Ghoga,25.21738,87.1571
Bihar,Gopalganj,26.5,84.33333
Bihar,Hajipur,25.68544,85.20981
Bihar,Hilsa,25.31642,85.28234
Bihar,Hisua,24.8336,85.41729
Bihar,Islampur,25.14075,85.20587
Bihar,Jagdispur,25.46811,84.41939
Bihar,Jahanabad,25.21368,84.9871
Bihar,Jamalpur,25.31258,86.48888
Bihar,Jamui,24.92082,86.17538
Bihar,Jaynagar,26.59048,86.13791
Bihar,Jehanabad,25.20701,84.99573
Bihar,Jha-Jha,24.77107,86.37888
Bihar,Jhanjharpur,26.26467,86.27993
Bihar,Jogbani,26.39905,87.26525
Bihar,Kaimur District,25.05077,83.58261
Bihar,Kasba,25.85643,87.53836
Bihar,Katihar,25.5,87.6
Bihar,Khagaria,25.5022,86.46708
Bihar,Khagaul,25.57898,85.04564
Bihar,Kharagpur,25.12446,86.55578
Bihar,Khusropur,25.48174,85.38492
Bihar,Kishanganj,26.3,88.0
Bihar,Koath,25.32643,84.25983
Bihar,Koelwar,25.58055,84.79751
Bihar,Lakhisarai,25.2,86.2
Bihar,Lalganj,25.86894,85.17394
Bihar,Luckeesarai,25.1765,86.0947
Bihar,Madhepura,25.8,87.0
Bihar,Madhipura,25.92127,86.79271
Bihar,Madhubani,26.35367,86.07169
Bihar,Maharajgani,26.11017,84.50365
Bihar,Mairwa,26.23218,84.16349
Bihar,Maner,25.64602,84.87291
Bihar,Manihari,25.33891,87.61998
Bihar,Marhaura,25.97349,84.86796
Bihar,Masaurhi Buzurg,25.35417,85.03195
Bihar,Mohiuddinnagar,25.57374,85.66944
Bihar,Mokameh,25.39662,85.9219
Bihar,Monghyr,25.37459,86.47455
Bihar,Mothihari,26.64862,84.91656
Bihar,Munger,25.36099,86.46515
Bihar,Murliganj,25.8969,86.99577
Bihar,Muzaffarpur,26.16667,85.41667
Bihar,Nabinagar,24.60681,84.12624
Bihar,Nalanda,25.25,85.58333
Bihar,Nasriganj,25.0514,84.32839
Bihar,Naugachhia,25.38807,87.09906
Bihar,Nawada,24.75,85.5
Bihar,Nirmali,26.31397,86.58537
Bihar,Pashchim Champaran,27.0,84.5
Bihar,Patna,25.41667,85.16667
Bihar,Piro,25.33218,84.40454
Bihar,Pupri,26.47079,85.70311
Bihar,Purba Champaran,26.58333,84.83333
Bihar,Purnia,25.81614,87.40708
Bihar,Rafiganj,24.81757,84.63445
Bihar,Raghunathpur,25.64492,87.91762
Bihar,Rajgir,25.02828,85.42079
Bihar,Ramnagar,27.16371,84.32342
Bihar,Raxaul,26.97982,84.85065
Bihar,Revelganj,25.78976,84.63596
Bihar,Rohtas,24.97941,84.02774
Bihar,Rusera,25.75355,86.02597
Bihar,Sagauli,26.7639,84.74341
Bihar,Saharsa,25.87498,86.59611
Bihar,Samastipur,25.75,85.91667
Bihar,Saran,25.91667,84.75
Bihar,Shahbazpur,26.30511,87.28865
Bihar,Shahpur,25.60293,84.40412
Bihar,Sheikhpura,25.13073,85.78176
Bihar,Sheohar,26.5,85.3
Bihar,Sherghati,24.5595,84.79162
Bihar,Silao,25.08358,85.42804
Bihar,Sitamarhi,26.66667,85.5
Bihar,Siwan,26.22096,84.35609
Bihar,Supaul,26.25,86.8
Bihar,Teghra,25.49043,85.94001
Bihar,Tekari,24.94253,84.84265
Bihar,Thakurganj,26.42742,88.13112
Bihar,Vaishali,25.75,85.41667
Bihar,Waris Aliganj,25.0172,85.64047
Chhattisgarh,Akaltara,22.02463,82.42641
Chhattisgarh,Ambagarh Chauki,20.77644,80.74608
Chhattisgarh,Ambikapur,23.11892,83.19537
Chhattisgarh,Arang,21.19639,81.96912
Chhattisgarh,Baikunthpur,23.26206,82.56051
Chhattisgarh,Balod,20.73081,81.20578
Chhattisgarh,Baloda,22.1389,82.48171
Chhattisgarh,Baloda Bazar,21.65678,82.16062
Chhattisgarh,Basna,21.27885,82.8267
Chhattisgarh,Bastar,19.26794,81.73828
Chhattisgarh,Bemetara,21.71556,81.53423
Chhattisgarh,Bhanpuri,21.0919,80.93218
Chhattisgarh,Bhatapara,21.735,81.94711
Chhattisgarh,Bhatgaon,21.15,81.7
Chhattisgarh,Bhilai,21.20919,81.4285
Chhattisgarh,Bijapur,18.84322,80.7761
Chhattisgarh,Bilaspur,22.38333,82.13333
Chhattisgarh,Champa,22.03532,82.64234
Chhattisgarh,Chhuikhadan,21.52316,80.99788
Chhattisgarh,Deori,21.45,82.61667
Chhattisgarh,Dhamtari,20.70718,81.54874
Chhattisgarh,Dongargaon,20.97172,80.85077
Chhattisgarh,Dongargarh,21.18893,80.75459
Chhattisgarh,Durg,21.15,81.4
Chhattisgarh,Gandai,21.66667,81.10013
Chhattisgarh,Gariaband,20.63323,82.06221
Chhattisgarh,Gaurela,22.75449,81.90107
Chhattisgarh,Gharghoda,22.17427,83.3517
Chhattisgarh,Gidam,18.97431,81.39894
Chhattisgarh,Jagdalpur,19.08136,82.02131
Chhattisgarh,Janjgir,22.00922,82.5778
Chhattisgarh,Janjgir-Champa,21.9,82.7
Chhattisgarh,Jashpur,22.78495,83.84573
Chhattisgarh,Jashpurnagar,22.88783,84.13864
Chhattisgarh,Junagarh,19.85993,82.93385
Chhattisgarh,Kabeerdham,22.1,81.2
Chhattisgarh,Kanker,20.27193,81.49177
Chhattisgarh,Katghora,22.50247,82.54279
Chhattisgarh,Kawardha,22.00853,81.23148
Chhattisgarh,Khairagarh,21.41859,80.97942
Chhattisgarh,Khamharia,20.976,82.25116
Chhattisgarh,Kharod,21.7442,82.5788
Chhattisgarh,Kharsia,21.98953,83.10476
Chhattisgarh,Kirandul,18.63649,81.25827
Chhattisgarh,Kondagaon,19.59083,81.664
Chhattisgarh,Korba,22.5,82.6
Chhattisgarh,Koriya,23.48326,82.15037
Chhattisgarh,Kota,22.29507,82.02366
Chhattisgarh,Kotaparh,19.14256,82.32536
Chhattisgarh,Kumhari,21.26667,81.51667
Chhattisgarh,Kurud,20.83073,81.72212
Chhattisgarh,Lormi,22.27434,81.70181
Chhattisgarh,Mahasamund,21.2,82.5
Chhattisgarh,Mungeli,22.06566,81.68543
Chhattisgarh,Narayanpur,19.60426,81.08119
Chhattisgarh,Narharpur,20.44892,81.62004
Chhattisgarh,Pandaria,22.22495,81.40994
Chhattisgarh,Pandatarai,22.18714,81.32815
Chhattisgarh,Pasan,22.84412,82.19823
Chhattisgarh,Patan,21.03333,81.53333
Chhattisgarh,Pathalgaon,22.55656,83.46355
Chhattisgarh,Pendra,22.77548,81.95968
Chhattisgarh,Pithora,21.25021,82.51707
Chhattisgarh,Raigarh,22.08582,83.30603
Chhattisgarh,Raipur,21.25621,81.69022
Chhattisgarh,Raj Nandgaon,21.16667,81.0
Chhattisgarh,Raj-Nandgaon,21.09687,81.0289
Chhattisgarh,Ramanuj Ganj,23.80637,83.69981
Chhattisgarh,Ratanpur,22.2866,82.16823
Chhattisgarh,Sakti,22.02662,82.96091
Chhattisgarh,Saraipali,21.3153,83.00629
Chhattisgarh,Sarangarh,21.58614,83.0785
Chhattisgarh,Seorinarayan,21.72055,82.59344
Chhattisgarh,Simga,21.6281,81.70376
Chhattisgarh,Surguja,22.89624,83.09631
Chhattisgarh,Takhatpur,22.12915,81.86959
Chhattisgarh,Umarkot,19.66529,82.20629
Chhattisgarh,Uttar Bastar Kanker,20.2,81.1
Delhi,Alipur,28.79862,77.13314
Delhi,Bawana,28.7982,77.03431
Delhi,Central Delhi,28.64857,77.21895
Delhi,Deoli,28.50254,77.23117
Delhi,East Delhi,28.66242,77.29122
Delhi,Karol Bagh,28.65136,77.19072
Delhi,Najafgarh,28.60922,76.97982
Delhi,Nangloi Jat,28.67957,77.06799
Delhi,Narela,28.85267,77.09288
Delhi,New Delhi,28.63576,77.22445
Delhi,North Delhi,28.6692,77.22273
Delhi,North East Delhi,28.6869,77.30195
Delhi,North West Delhi,28.70113,77.10154
Delhi,Pitampura,28.68964,77.13126
Delhi,Rohini,28.74322,77.06778
Delhi,South Delhi,28.53009,77.25174
Delhi,South West Delhi,28.5806,77.0672
Delhi,West Delhi,28.65655,77.10068
Goa,Aldona,15.59337,73.87482
Goa,Arambol,15.68681,73.70449
Goa,Baga,15.56517,73.75517
Goa,Bambolim,15.46361,73.8531
Goa,Bandora,15.40823,73.98129
Goa,Benaulim,15.26435,73.92812
Goa,Calangute,15.5439,73.7553
Goa,Candolim,15.51807,73.76259
Goa,Carapur,15.56588,73.98713
Goa,Cavelossim,15.17255,73.94194
Goa,Chicalim,15.39835,73.84216
Goa,Chinchinim,15.21447,73.97555
Goa,Colovale,15.63522,73.82426
Goa,Colva,15.27976,73.92285
Goa,Cortalim,15.40247,73.90881
Goa,Cuncolim,15.1773,73.99392
Goa,Curchorem,15.26349,74.10875
Goa,Curti,15.41667,74.01667
Goa,Davorlim,15.27221,73.99242
Goa,Dicholi,15.59319,73.94571
Goa,Goa Velha,15.44384,73.88572
Goa,Guirim,15.57552,73.80722
Goa,Jua,15.5307,73.95047
Goa,Kankon,15.02698,74.04617
Goa,Madgaon,15.27501,73.95786
Goa,Mapuca,15.59154,73.80898
Goa,Morjim,15.63097,73.73903
Goa,Mormugao,15.38914,73.81491
Goa,Navelim,15.53333,73.98333
Goa,North Goa,15.53397,73.96408
Goa,Palle,15.46667,74.08333
Goa,Panaji,15.49574,73.82624
Goa,Pernem,15.723,73.79511
Goa,Ponda,15.40341,74.01519
Goa,Quepem,15.2128,74.0772
Goa,Queula,15.39011,73.98557
Goa,Raia,15.30499,73.97096
Goa,Saligao,15.55359,73.79036
Goa,Sancoale,15.37794,73.90352
Goa,Sanguem,15.22901,74.15149
Goa,Sanquelim,15.56422,74.00799
Goa,Sanvordem,15.26269,74.11965
Goa,Serula,15.54774,73.84329
Goa,Solim,15.61521,73.7674
Goa,South Goa,15.20425,74.16733
Goa,Taleigao,15.46915,73.83285
Goa,Vagator,15.59766,73.74496
Goa,Valpoy,15.53239,74.13671
Goa,Varca,15.23237,73.94311
Goa,Vasco da Gama,15.39585,73.81568
Gujarat,Abrama,20.85865,72.90648
Gujarat,Adalaj,23.16453,72.58107
Gujarat,Agol,23.15,72.26666667
Gujarat,Ahmedabad,23.02579,72.58727
Gujarat,Ahwa,20.75718,73.68626
Gujarat,Akrund,23.28333333,73.11666667
Gujarat,Amod,21.99317,72.87047
Gujarat,"Amod,",21.991,72.871
Gujarat,Amreli,21.50789,71.18323
Gujarat,Amroli,21.25084,72.83878
Gujarat,Anand,22.4,72.75
Gujarat,Anjar,23.11316,70.02671
Gujarat,Ankleshwar,21.63236,72.99001
Gujarat,Babra,21.84577,71.30544
Gujarat,Bagasara,21.48333333,70.95
Gujarat,Bagasra,21.48719,70.95516
Gujarat,Bakharla,21.731517,69.635296
Gujarat,Balagam,21.36666667,70.1
Gujarat,Balasinor,22.955891,73.336499
Gujarat,Balisana,23.816436,72.257536
Gujarat,Bamanbore,22.41666667,71.01666667
Gujarat,Banas Kantha,24.25,72.5
Gujarat,Bandia,23.39604,69.01155
Gujarat,Bantva,21.48815,70.07576
Gujarat,Bardoli,21.12297,73.11151
Gujarat,Bedi,22.50143,70.04363
Gujarat,Bhachau,23.29858,70.34279
Gujarat,Bhadran,22.3593,72.9005
Gujarat,Bhandu,23.7,72.36666667
Gujarat,Bhanvad,21.93053,69.78081
Gujarat,Bharuch,21.69482,72.9805
Gujarat,Bhatha,21.18333333,72.76666667
Gujarat,Bhavnagar,21.76287,72.15331
Gujarat,Bhayavadar,21.85523,70.24791
Gujarat,Bhildi,24.18333333,72.03333333
Gujarat,Bhojpur Dharampur,23.25,69.67
Gujarat,Bhuj,23.25397,69.66928
